dates,RPI,UNRATE,PAYEMS,WPSFD49207,PCEPI,GS5,GS10,BAAFFM
724489,-1.67300865316662,9.5,-4.09379792940072,3.53808610115713,5.13940082034647,11.63,11.85,4.08
724520,8.26562835247131,9.2,14.7937653455166,3.52768504910976,4.18211010751666,11.43,11.65,4.1
724550,11.5567642313145,8.8,3.58489490599894,0,2.03769789157402,11.28,11.54,3.98
724581,9.66713726748196,8.5,4.64571588181641,-2.35063738239987,1.69942882126577,11.41,11.69,4.27
724611,10.7248771393067,8.3,4.62779965755118,3.52423160797244,0.669536124494918,11.54,11.83,4.28
724642,4.28943677966629,8,5.75005291584674,8.18317832646578,5.20007969801348,11.37,11.67,4.09
724673,6.92588297706607,7.8,6.25088858964418,4.65116861363128,8.04186026577121,11.54,11.84,4
724702,7.29655817818511,7.8,3.49865725415057,4.63321038895117,3.9418979750403,12.02,12.32,4.08
724733,7.74570536151558,7.7,4.65332997738486,1.15551284807225,4.53953519205896,12.37,12.63,4.02
724763,2.70895009378194,7.4,3.9086734222316,-1.15551284807225,1.52500142719862,13.17,13.41,4.42
724794,8.98860341068755,7.2,4.84895424253864,0,2.13175134879808,13.48,13.56,3.99
