dates,RPI,DPCERA3M086SBEA,INDPRO,CUMFNS,UNRATE,PAYEMS,CES0600000007,CES0600000008,WPSFD49207,PCEPI,HOUST,SP500,EXUSUKx,GS5,GS10,BAAFFM
717306,9.40004667719521,14.2109204243747,-2.34436235848392,84.0095,5.5,2.21958603100774,40,4.8096256770465,-3.58744661803954,1.81945451231265,7.30720231476474,25.3432677147327,-0.557710536824896,4.04,4.13,1.47
717337,4.31358570627616,3.8987134150787,10.5137496974212,84.4621,5.6,2.63304647295755,39.5,0,3.58744661803954,2.51469909827549,7.37963215260955,36.3326119519257,0.772145590378948,4.07,4.17,1.35
717368,4.98285106812411,8.44190191332377,8.10997685084445,84.6673,5.4,5.53975298318932,40.3,0,0,1.67354318484048,7.50659178007084,14.6647690887555,-0.600514739440872,4.03,4.15,1.35
717397,6.09493503686949,4.19878436793759,0,84.3575,5.4,2.98832839258125,40.2,4.79042552344482,-3.58744661803954,0.696621405840148,7.32448997934853,21.6665082977585,0.514745316203591,4.14,4.22,1.4
717428,7.19045155171116,2.09389569503973,19.4762998671676,85.5869,5.3,0.518049723550007,40.2,4.77137805556747,3.58744661803954,0.97459107340967,7.27793857294566,17.236027703213,0.385914137431342,4.15,4.23,1.38
717458,7.26142424376732,16.5093853413723,6.8006469799851,85.5983,5.1,3.45484718559632,40.3,0,0,0.0695833695942838,7.29097477814298,11.6520273146115,0.171477565310418,4.05,4.2,1.35
717489,4.17395566661654,6.84016032836023,3.38185635001906,85.449,5.2,2.68253370299192,40.4,4.7524814593161,0,1.73827419797945,7.34601020991329,-7.15707887000825,-2.23112192419084,4.02,4.17,1.35
717519,6.52523707332548,8.83981898011488,7.86356196429612,85.861,4.9,3.97150348363269,40.3,4.73373394921976,0,1.52760117840334,7.35372233039963,43.7586718813375,-1.93413247695036,4.03,4.19,1.41
717550,6.7532240879153,7.18942947638972,7.80835159479647,86.1105,5,4.24503352174881,40.4,4.7151337678673,3.57675376576552,0.901760208914659,7.35819375273303,-17.7221475486498,-1.33421816732389,4.05,4.19,1.32
717581,4.91221347262965,-5.04455849127989,4.44149505400944,86.1994,5.1,5.79977644022733,40.3,4.69667918536381,0,1.87072412955125,7.28276117960559,20.4587507871199,-1.37881523248602,4.08,4.2,1.37
717611,0.707968968382033,7.8318892368884,-16.7369989142829,84.6252,5.1,-2.24306753728101,40.3,-9.4118129532311,0,0.692121371130483,7.32909373624659,20.5401425120584,0.0431119653715228,4.07,4.19,1.45
717642,8.00049578159303,-10.9679951918567,36.518833130577,86.8484,4.8,8.64329943617292,40.6,4.7151337678673,0,1.72855896905038,7.3038432252777,8.31526023797942,0.560314648400073,4.04,4.15,1.29
717672,11.8375640357257,11.5683363072776,14.08567907673,88.0025,5,4.10657941714518,40.7,9.37504768415249,0,1.72607262003091,7.30249642372733,-20.9686563113433,2.49668275305259,4.09,4.18,0.96
717703,7.49965029388378,8.48175340269464,12.8567338552704,88.5986,4.9,3.24697894801247,40.8,0,0,1.31015671684143,7.21597500265147,30.4814130524765,0.30097278862149,4.1,4.19,0.9
717734,0.705250735602903,18.9742144844903,7.43886867166577,88.7226,5.1,4.38257510800781,40.7,13.9266553443697,3.5661244669889,0.482328966328538,7.26752542782817,8.74649559696721,1.63253641103749,4.15,4.21,0.8
717762,5.74358340335408,3.72720714961616,15.7792775943634,89.2769,4.7,4.06668001866777,40.8,4.60653156859867,0,1.58343157136276,7.26052259808985,1.10611829470209,-1.15973163389107,4.15,4.21,0.74
717793,4.96251219221264,8.47610799357792,5.21649066711873,89.2868,4.8,5.10885340351308,40.7,-4.60653156859867,10.6352247094145,1.85614886195893,7.27100853828099,15.6523958304359,1.63189374897339,4.15,4.2,0.71
717823,6.59661464453265,-1.10908178570295,9.32918744901414,89.4494,4.6,4.61118579827726,40.8,9.19544729468291,3.52423160797137,2.67604536666717,7.29844510150815,17.7379816421006,0.386176321427723,4.15,4.21,0.71
717854,3.47494151714969,-10.0281352063471,9.26091896112418,89.4582,4.6,3.94121544895611,40.6,4.57143410000111,3.51391173490647,3.49046357825387,7.30518821539304,-58.3869175191701,-2.06104462588756,4.15,4.21,0.81
717884,8.03970423534182,14.9846410665962,11.2190279621641,90.2974,4.4,5.42518699735623,40.7,-4.57143410000111,-3.51391173490647,0.888104563607328,7.33236920592906,-1.83583442690427,-0.558809316422604,4.15,4.2,0.79
717915,5.01434871972037,8.75552740606356,5.06309798398252,89.8508,4.4,5.16560666067889,40.6,9.12551926226315,3.51391173490647,0.27313076253126,7.26682734752059,22.1243139685786,-0.0859937654887233,4.2,4.25,0.76
717946,29.0392459915779,19.8933929030897,3.0298212696616,89.5586,4.3,5.12395048310168,40.7,4.53686740788726,3.5036521240011,0.5460750947476,7.30114780585603,39.4417718242611,2.53422912979548,4.25,4.29,0.9
717976,-5.20092645533055,16.6336265849683,12.0433611728009,89.7893,4.2,4.46071823378915,40.7,4.51977935457224,3.49345224895039,0.409393305841377,7.28069719538474,26.6869437345665,2.7429562998373,4.34,4.35,0.85
718007,8.86936985580533,-0.456129242109071,4.97902141340862,89.6483,4.1,5.37365000952263,40.7,0,3.48331158955393,2.04487411028023,7.28619171470238,9.93794499806668,0.256830991920154,4.46,4.45,0.85
718037,6.35808315900803,2.43068825987063,14.8213902743246,90.5141,4,6.29355196671,40.9,4.50281954226037,6.93643549859893,4.35078654715593,7.4121603349452,-5.48184551312225,-0.685004835041525,4.72,4.62,0.7
718068,2.99016571497788,7.66485776101753,11.7260006609703,90.8594,4,3.97914678469675,41,0,0,1.3563921417024,7.22256601882217,20.6219611579979,0.770602951919308,4.86,4.61,0.64
718099,5.89122298624929,8.01572721201023,7.75648269706757,90.9108,3.8,5.11311366051146,41.2,8.95526544190757,10.3300494439202,5.00536208488143,7.2283884515736,-8.12862631858522,-0.599315080950458,4.98,4.83,0.52
718127,6.43321769733021,9.30102266862836,16.3110350312852,91.5884,3.8,7.54360042085622,41.2,4.45269527584289,0,2.89895924577461,7.23993259132047,-50.3681358676399,-3.12985867982762,4.92,4.87,0.67
718158,-1.00695787007226,0.643922992356494,1.905259063175,91.5416,3.8,4.64349188343576,41.2,8.85612875714701,3.42368277888774,4.16760445792423,7.20934025660291,36.1729516184521,-0.773002209745322,4.83,4.75,0.74
718188,3.9406512698676,-11.2438633565015,11.3650589081988,91.6379,3.9,5.1907685401666,40.8,0,0,1.47535505339675,7.14282740116162,-64.8661095718566,-0.472635485995987,4.89,4.78,0.58
718219,5.83443244731967,3.14495676818609,5.64411273690588,91.5205,3.8,7.49163382360791,40.9,4.40367466675493,-6.8571615161261,3.01213378066976,7.08506429395255,-9.99774355170082,-1.07486437024722,4.97,4.81,0.41
718249,4.87575667155298,10.3746328640327,6.54805093626187,91.4046,3.8,3.55107258485887,40.8,4.3875734437326,6.8571615161261,2.27083053239134,6.99025650049388,-3.07155490561293,-0.430215470854112,5.17,5.02,0.38
718280,5.99766352681854,1.82734884576199,0.933006846667084,91.0801,3.8,3.83827418723115,40.8,8.72731119489574,10.2128276014906,4.59528269188869,7.02019070831193,-74.8395525014701,0,5.5,5.22,0.3
718311,7.20904227379933,11.0527420347477,11.1365276653578,91.2464,3.7,2.52729477853109,40.7,4.3399685642262,6.76058126190746,3.78287512896129,6.95272864462487,-43.0186163308548,0.215127015150873,5.5,5.18,0.69
718341,4.96264779510796,-5.29261281855913,8.28426311135875,91.618,3.7,3.91051876217219,40.9,4.32432900395803,-3.3755296519379,3.17635566509207,6.73696695800186,-10.5331772195179,0.989087837537195,5.27,5.01,0.57
718372,7.39906177368042,2.50219850662834,-8.28426311135875,90.1293,3.6,3.04913425470588,40.7,4.30880175687447,0,1.78301218726382,6.86797440897029,58.6000563779894,-0.214949756069327,5.36,5.16,0.37
718402,-0.313984040367643,1.90993163750299,2.76888982737553,90.0246,3.8,3.31751582076052,40.6,0,-3.38505160996956,2.43909222325769,6.89770494312864,5.02711430134255,-0.430015055128496,5,4.84,0.78
718433,11.0771936717775,5.66292088730673,5.64788175223772,89.8425,3.9,3.82218597951578,40.8,4.29338561746064,0,0.131701695791264,6.97260625130175,45.1736292901504,0.387020483188483,4.7,4.58,1.03
718464,1.46267963819611,-4.44020267917722,-13.6889630543772,88.3949,3.8,0.403558657386327,40,8.54096132263669,-3.39462744057322,1.38199582030154,7.02375895473844,40.6534424913428,1.33211594493119,4.74,4.63,0.82
718492,7.26365829717466,6.24087218464968,-6.783864850863,87.5162,3.8,1.85096135477352,40.2,0,0,0.65753426302706,6.96224346426621,27.9682305710875,0.944476293747698,4.54,4.54,1.32
718523,-0.954171527155268,11.3258615120364,11.2652006351116,87.6555,3.8,-1.1725549804666,40,4.24779204614918,0,1.97044379249327,6.99484998583307,20.4905743637354,1.24385678190837,4.51,4.59,1.78
718553,2.20748395752253,-0.0481743913027799,-10.5140311188439,86.6106,3.8,2.81952435832764,40,4.23280862156199,3.39462744057322,2.29476917356788,7.1731917424866,21.3135540212104,-0.98640129926455,4.75,4.85,2.02
718584,4.69521501683658,7.01306935642165,-0.151543427916856,86.0691,3.9,2.37497222990228,40.1,4.21793052893342,10.1266423750374,3.85841908482334,7.12929754892937,-15.1289907403452,-2.4480601178321,5.01,5.02,2.17
718614,6.15965804413037,-4.27021101939449,-2.73443490226519,85.3074,3.8,2.51599174500541,40.2,12.5655598407544,0,4.04128573157383,7.21817683840341,20.5600344936489,-1.67787066862539,5.23,5.16,2.47
718645,5.60806587939311,3.5994987694199,22.7732517307617,86.4918,3.8,4.63528081250857,40.3,4.15944957178374,3.35664554527337,3.7682759715242,7.24921505711439,18.9443934481908,-0.861357392616213,5.31,5.28,2.43
718676,0.950001637627196,9.97400902159153,-1.94908016784368,86.0644,3.8,0.380932229005282,40.3,4.14508184170472,0,3.62714153197032,7.2591161280971,16.6476658418965,-0.689531353143735,5.4,5.3,2.41
718706,1.6115329136575,-11.3165592075806,9.73364074211585,86.3701,4,1.10583213379059,40.3,4.1308130291676,3.34728250509446,3.29377780056728,7.30720231476474,-1.88019049275709,-0.21555982741317,5.57,5.48,2.64
718737,7.55016137769005,8.17581902392934,17.0392201659565,87.5349,3.9,8.63027311587743,40.5,8.21921021468954,0,3.99206248944299,7.33823815006559,-38.2360299163782,-53.5185110223319,5.78,5.75,2.59
718767,3.31853212685473,15.9043034899156,12.8560211646535,88.0043,3.8,3.53884525538248,40.2,4.08858998593731,3.33797155425213,1.92688581786555,7.17625453201714,33.7115168059853,-121.094745133761,5.75,5.7,2.42
718798,6.59862105636719,7.64020314224272,-1.29420230841024,87.4083,3.7,-1.72320977377325,39.9,16.2164630000673,3.32871225927018,5.50665285187453,7.22983877815125,-3.27834605498616,1.39552285528834,5.54,5.53,2.24
718829,9.06895627985662,1.21419686573354,4.29471677990279,87.406,3.8,7.36017350021285,40.4,4.02010426233845,3.3195041914686,4.90902530801733,7.32646561384032,-55.4272589632493,0.0498100990045991,5.59,5.56,2.09
718858,10.1691989222026,19.9506996554076,3.74012327630062,87.1599,3.7,1.42740333535514,40.3,8.00002962982704,3.31034692689531,3.93817842345516,7.2902928824466,-22.15365409489,-4.74121517601596,5.76,5.74,1.8
718889,5.3788292237428,-4.46122814195444,1.73503535911141,86.8637,3.5,4.64513264399571,40.1,7.94704891259208,6.5934231811692,3.73565794366471,7.34858753092759,85.5092099490285,1.04967204443644,5.69,5.64,1.21
718919,6.28031037409826,8.21968199931558,13.3841988916336,87.5779,3.5,1.70404146734526,40.5,7.89476531765088,0,4.41710547637619,7.24992553671799,27.2823572971827,-6.31184924211841,6.04,5.87,0.92
718950,5.54961395582296,10.2527726931521,4.40121560745848,87.3816,3.7,4.47930173308322,40.5,0,3.28317578264929,3.83597863661649,7.24779258176785,31.8211920736825,-2.31262378334334,5.85,5.72,1
718980,7.32587654412384,11.1103541122739,-1.84157565205716,86.7395,3.7,3.89911466247028,40.4,7.84316517574277,3.27421758384521,3.63598648254175,7.32118855673948,-2.39043903748843,2.71436466422981,5.6,5.5,0.96
719011,5.47432000336343,3.27727995094111,3.34479450967198,86.7914,3.5,3.58797242151496,40.3,3.9024424636529,3.26530813723274,4.9348082350571,7.30988148582479,-26.4916761511092,0.552174195599564,5.5,5.42,0.79
719042,5.62221643400918,-1.65996848603012,4.53588510117875,86.4664,3.4,2.70147905986136,40.5,11.6317550467916,6.50408096320678,4.16937178843551,7.34987370473834,38.3965356952061,-1.85832411314171,5.48,5.46,1.01
719072,2.02996369338919,1.97375843533294,2.37846970431956,86.639,3.4,4.14562563837109,40.5,3.85233075629801,0,5.26873957792251,7.35819375273303,29.2554713725806,1.15551284807212,5.55,5.58,0.93
719103,5.46760187522963,6.61528102861748,15.4231582530898,87.4967,3.4,4.58371713057204,40.2,11.4833412193807,3.2388683629982,4.0134849216594,7.39633529380081,18.3559984505688,-1.96000462378301,5.66,5.7,1.19
719133,4.8241209174229,-2.94555339803217,3.78358685831834,87.1342,3.4,4.58360416072523,40.3,3.80348971353479,0,2.52469624879783,7.34471905414967,12.4588188506618,-0.805031476733298,6.12,6.03,1.21
719164,1.11100536502278,9.65755207966783,7.23877959317534,87.3049,3.4,3.30528665133727,40.5,7.57100303191782,3.23014999885398,4.66592217853119,7.47816969415979,-51.8066062382513,1.40845086591477,6.25,6.04,1.02
719195,5.63763697310335,7.64404153349876,7.65312788642749,87.6721,3.4,4.48476136142304,40.1,7.52353561631436,0,2.99870110403582,7.44132038971762,-5.89681776291471,2.20994537597945,6.34,6.19,0.69
719223,5.34813854256129,-5.29704740932573,9.3742339402894,88.0022,3.4,3.54144837423149,40.4,7.4766597007633,6.43433176966219,5.67088633822799,7.35308192051543,-26.2958729168577,0.150529991207504,6.41,6.3,0.72
719254,2.94135164524434,4.90057891211624,-4.42287962435408,87.2997,3.4,2.86332890519958,40.7,7.43036429750541,6.40001517043487,5.22030263302753,7.32909373624659,23.9290082442125,0.702223728449169,6.3,6.17,0.13
719284,4.67593864162481,8.03589134194453,-4.54528242622541,86.6171,3.4,4.37607322570912,40.4,7.38463868925363,6.36606267563202,4.83579135180072,7.36707705988101,38.4685684514224,-3.31408696709086,6.54,6.32,-1.15
719315,4.06447788442534,-4.60417497932948,11.6656969557623,86.8129,3.5,5.24390040240021,40.3,7.33947242092343,6.3324685210123,5.83737767522123,7.33171496972647,-64.3326708460741,1.50753788671412,6.75,6.57,-1.2
719345,6.62078551427143,-1.62664200321139,6.32051358834502,87.1131,3.5,1.57889174972468,40.2,7.29485529165865,3.15374688752357,5.21153945301283,7.2211050981825,-54.8560816253008,0.451892304342438,7.01,6.72,-0.77
719376,7.4199631305774,10.9917746899468,2.75479066271629,86.9051,3.5,4.7242488894419,40.4,7.25077734715498,3.1454801758489,3.34262054571166,7.21376830811864,-6.73409570712238,-2.56297603554092,7.03,6.69,-1.33
719407,3.08436686842413,1.4812127493288,-0.271024570820089,86.4612,3.7,-1.58960579042997,40.3,14.3714292560589,3.13725668888498,4.99653740613581,7.3178761986265,4.19736502986758,-0.654184068368568,7.57,7.16,-1.1
719437,2.22865012884697,6.20986783963193,0.351426680660971,86.2252,3.7,3.49773190925546,40.2,3.56612446698916,6.25001412856623,4.08879188702063,7.23056315340929,12.7560007647929,3.11675429704832,7.51,7.1,-0.78
719468,1.21380435202667,-1.38683247044007,-11.3661550571662,85.0097,3.5,-0.590688234024839,40.2,7.1006124337063,9.31440640258678,5.1356548367373,7.11395610956603,8.63718327465754,3.05860397489028,7.53,7.14,-0.6
719498,2.53345732381689,-1.08457916676166,-3.22385423180016,84.2408,3.5,2.61370047190894,40.3,7.05884388367988,3.08880479420726,5.46564110640979,7.19067603433221,-65.3588815768877,0.500667564005086,7.96,7.65,-0.32
719529,2.10089875688695,7.14017360557193,-22.4288534751965,82.1173,3.9,-1.09537492596985,40,-3.52423160797191,6.15385964030342,4.33128945497412,6.98933526597456,-10.5832457556712,1.55074328019715,8.17,7.79,-0.12
719560,2.9726611454933,5.25221474178839,-0.792592261102953,81.9212,4.2,2.17292189551657,40,10.5417954668795,-3.07298503400837,4.72315291836267,7.17395831975679,-42.6032234235461,2.14771862288075,7.82,7.24,-0.2
719588,4.58316444525479,-6.11543097870229,-1.55906278296811,81.4289,4.4,2.45453866855811,39.9,6.97676383850379,3.07298503400837,3.02237881365333,7.18462915271731,20.3406269325576,0.548799510656739,7.21,7.07,0.87
719619,11.9342271129824,0.906360753070956,-3.08719488339033,80.8833,4.6,-1.73110485976622,39.7,6.93643549859946,0,6.02201611230697,7.1420365747068,-37.1163608296303,0.14962904485385,7.5,7.39,0.6
719649,-6.90532910404755,8.21228952645185,-1.40140774045872,80.4409,4.8,-3.77337612282602,39.6,3.45323979313799,0,3.80604865174572,7.16239749735572,-146.691875194493,-1.19755509128145,7.97,7.91,1.04
719680,3.74808003943699,4.06381281348516,-3.88557095530864,79.9473,4.9,-1.603905889732,39.6,10.3004924296699,3.06513576611618,3.10508582854236,7.23345541862144,-7.43820383523399,-2.99912681626915,7.85,7.84,1.65
719710,6.66850131617949,-0.298969624097367,2.94008564999277,79.945,5,0.405399702622589,39.7,6.81820016091708,0,4.41377172472439,7.32448997934853,2.06199244444321,-3.55867687661329,7.59,7.46,2.19
719741,3.05644303183072,5.02984538626077,-2.14090751421701,79.1543,5.1,-1.96070189405546,39.6,10.1552087024804,0,3.14278411109239,7.24351297466548,34.3683995917893,-1.45658515676059,7.57,7.53,2.83
719772,-0.825852016967588,5.94039613452892,-8.29954252416094,78.2443,5.4,0.11840908940286,39.3,6.72270665840387,12.1828457568215,5.35232204049763,7.3356339819272,69.7018333483978,-1.20678828523912,7.29,7.39,3.1
719802,-4.1650253312099,-7.30233988774689,-24.2492303599873,76.2589,5.5,-7.17635475649203,39.2,-3.35664554527364,0,5.95056592562884,7.36518012602101,25.7332412635098,1.05600610246852,7.12,7.33,3.13
719833,-1.17705704400137,-7.94704891259208,-7.28909332644463,75.559,5.9,-1.90733028162668,39.3,3.35664554527364,6.04535283594849,4.68298781786274,7.40671073017764,-1.2807590898575,1.45676807977986,6.47,6.84,3.78
719863,4.06598591641796,11.1366738833736,27.2464579773683,77.311,6.1,6.50988487549782,39.4,16.6438174369804,0,5.33771218366024,7.54591815120932,79.4645792231723,0.150599259751338,5.95,6.39,4.22
719894,10.3179030988379,16.3250606334401,9.19587726392965,77.7458,5.9,1.23679038458349,39.6,13.1508165476634,3.01129392651127,2.5201269325402,7.5109777520141,44.9872884975111,7.60572973931004,5.89,6.24,4.6
719925,2.36096699723376,2.26036065158421,-2.29081554870412,77.5839,5.9,-0.982551300023005,39.4,6.52175518314824,6.00001250004674,3.51930983342559,7.46221493976819,45.5878534836465,5.97065664950311,5.56,6.11,4.67
719953,3.76044662341144,0.627123087175896,-1.29810006004529,77.2246,6,0.89788028217157,39.6,6.48650228028975,2.98879357494215,3.95387507622313,7.55485852104068,30.3813695811474,0.446603954291636,5,5.7,4.75
719984,3.17564538828776,7.16768348568131,6.71811299930649,77.4322,5.9,2.97682962602579,39.6,9.66448176851618,2.98136799319426,4.71644192570349,7.59387784460512,40.2801883669003,-0.396973083883267,5.65,5.83,4.3
720014,4.63198989336817,-0.872833109156979,6.07378801678191,77.7554,5.9,3.55910664816363,39.6,6.40001517043487,5.94060619182741,4.97375677507854,7.6251071482389,-16.4225437023052,0.396973083883267,6.28,6.39,3.99
720045,22.3082187059127,9.64891748543302,5.02174487128944,77.7532,5.9,0.1178939096107,39.6,6.36606267563176,2.95931099423257,5.28271591907146,7.61381868480863,-22.4127317868287,0.0496124031078793,6.53,6.52,3.84
720075,-15.0790975591448,-5.16680955980107,-3.48808420304874,77.688,6,1.02687126187178,39.6,3.17041135540652,-5.92593796869902,3.61842379429511,7.64156444126097,-8.69569022492129,-0.148843363223961,6.85,6.73,3.45
720106,4.07680430844337,6.85668945232152,-6.9850637135886,76.5742,6.1,0.975555110916559,39.5,9.46128422897852,8.87796897773399,3.49838538669935,7.67693714581808,-21.5252408240001,7.96195045494974,6.55,6.58,3.2
720137,7.04639879310847,11.8853430615639,19.3457484727388,77.9273,6,4.04512681367848,39.4,3.13725668888525,0,1.79987761852551,7.62119516280984,26.3639570575265,17.0312809897767,6.14,6.14,3.04
720167,3.31467467018811,2.93269213548069,8.94959214603954,78.8866,5.8,0.469090305856668,39.6,6.2500141285657,0,1.85160009507097,7.66293785046154,-25.7470856102305,9.77621862051499,5.93,5.93,3.28
720198,6.11776846062497,6.08685195235044,5.08381372009623,78.9796,6,3.42883659894113,39.8,0,2.94478675387975,2.44626237063699,7.68799716639302,-56.9581315964861,1.78209509162159,5.78,5.81,3.47
720228,6.25982964241274,7.70617088934813,13.7729715011288,79.5135,6,4.36800615660999,39.7,15.4840858030894,8.79124811048779,4.715346732611,7.73848812249465,79.9253398493224,15.9208694026161,5.69,5.93,4.24
720259,5.77804916101528,0.160857909087753,28.5259611231304,81.3388,5.8,5.51228918091269,39.7,9.19544729468305,-2.92326575745747,4.91239805207524,7.82164312623998,48.9621923130713,20.6710885195467,5.59,5.95,4.73
720290,9.71139179597813,2.89176122268611,11.5381471531016,81.7636,5.7,3.42410752765403,39.9,9.12551926226328,8.74851991521464,4.73140090524815,7.77904864492556,21.8711090136203,15.3996933872992,5.69,6.08,4.94
720319,7.57051442575829,19.3392122100493,8.2648056650827,82.1162,5.8,4.87939570026867,39.9,9.0566467624595,0,1.7158946576199,7.7553388128465,28.1835406304797,6.61842422287995,5.87,6.07,4.41
720350,1.62684055156674,3.50802529387586,12.6182393532186,82.861,5.7,3.58096442487863,39.9,6.00001250004674,0,1.82045367771053,7.71824095195932,12.1941003113999,-3.62642052473774,6.17,6.19,4.07
720380,5.07242575754034,6.00678488378747,-0.622534341778369,82.732,5.7,5.02486566006297,39.8,5.97016156813668,5.79711272359926,2.61874644646447,7.70571282389443,-12.1941003113999,1.01099075408979,5.85,6.13,3.96
720411,3.30915934199822,3.87078191055394,3.40019235204725,82.8246,5.7,4.71109844566797,40,0,5.76924188172327,1.86704045131361,7.72046169459972,3.33797155425266,-20.0564352290368,5.91,6.11,3.74
720441,7.27479479333084,8.78982344484793,-0.525086287676046,82.6424,5.6,-0.797466581188644,39.9,2.97397921736042,2.8742528711458,4.25664437818458,7.71957398925958,-8.92197418502221,-59.559872412025,5.97,6.11,3.68
720472,11.0739095346936,6.45401790871283,15.8457858666949,83.4692,5.6,7.01253263804631,40,11.822755731614,5.72793450318958,3.50040025451541,7.77569574991525,41.800743210759,2.69668543894368,6.02,6.21,3.39
720503,4.57754959285523,2.04104604652411,9.13037472917502,83.8813,5.5,1.98915176438916,40,8.79124811048753,5.70072331031728,5.33698231045197,7.8164169836918,-17.4231735893439,-4.51423496053236,6.25,6.55,3.22
720533,27.3294518756842,19.654114867928,15.9336434334708,84.8895,5.6,6.60679266276674,40.1,8.72731119489547,-5.70072331031728,1.37004362135258,7.81802793853073,2.19178143124168,-22.9296856101155,6.18,6.48,3.02
720564,12.1394742500307,4.68455449474909,14.1103569298313,85.6953,5.3,4.79529128497944,40,2.89505568646096,8.54096132263642,3.5758133383176,7.79193595693806,58.7567294567059,-21.8955571993132,6.12,6.28,2.93
720594,4.42300565068692,4.62877876943129,13.6664068991115,86.5853,5.2,4.71243475397358,39.7,5.76924188172381,11.2942010188162,3.82691833920337,7.76895604453833,24.7644214276519,-3.3727984046902,6.16,6.36,2.6
720625,-4.77273176246484,11.661826713069,7.7797997082822,86.9152,4.9,5.55125753879935,39.7,14.3029106846524,8.40143455078017,3.60603890462343,7.8164169836918,9.15646663882974,5.8198020989602,6.34,6.46,1.96
720656,4.38149029221648,7.30545064433734,17.6571620028577,88.0686,5,6.28368985988814,40.1,0,13.8729868812911,6.29758780607457,7.73587031995257,-43.340910273594,35.5748849567281,6.6,6.64,1.39
720684,1.49185749627563,1.5886946392893,0.563767508476865,87.9485,4.9,4.25482067316025,40.2,5.67376943513507,24.5742376122486,8.43161431655677,7.76853330092603,-19.0648317147826,22.1412110290206,6.8,6.71,0.94
720715,2.26890462869989,-4.69827189759471,-1.65812786348614,87.5274,5,2.68693766141226,40.1,8.46066959599998,8.0808386176134,8.93571981076278,7.64204440287326,-22.6320134401611,5.47205403330184,6.67,6.67,0.97
720745,5.25494718424255,2.5178977393848,7.69676699252795,87.7808,4.9,3.02541586614922,40.2,5.60748683927113,8.02678578095559,5.86947983445345,7.72577144158795,-34.2092131473066,22.4484539307523,6.8,6.85,0.22
720776,3.34993630750802,-2.9998626798255,0.822752467882459,87.4438,4.9,3.73595898855399,40.1,8.36240317931196,13.2598034239022,6.853825244416,7.63385355968177,-27.1709720997119,21.430819448189,6.69,6.9,-0.36
720806,3.53757761597038,9.49234700798964,4.95054266039521,87.5569,4.8,0.405721720380114,40.1,8.30453141348846,-2.64026509152284,4.34581685232267,7.66058546170326,11.3960970447089,-18.1633207343338,7.33,7.13,-2.16
720837,-3.54208978378097,-14.9557710794864,-1.99898976154902,87.0195,4.8,3.97194046471867,40,2.75545471242058,41.5625959953072,13.7419481430756,7.62608275807238,-22.9014584308931,-29.5873920633636,7.63,7.4,-1.97
720868,7.08571668748448,17.4548532028545,10.705948185853,87.4956,4.8,1.67827848442812,40,10.9589802759269,-2.55591150938965,4.77771035902173,7.53583046279837,20.6308806484476,-28.1500444074899,7.05,7.09,-2.15
720898,10.453408810428,-8.25201262558508,8.05578909225435,87.9176,4.6,5.12904069132034,40,5.44218619846939,-2.56136703435903,6.73602561220026,7.42476176182321,46.8025893639229,5.39660527890637,6.77,6.79,-1.6
720929,2.75576747765029,2.17903203774394,6.33038987168337,88.3176,4.8,4.83003603344656,40.3,8.11728010625048,10.2128276014906,9.78874481650838,7.45240245122364,-88.4252589493912,-21.0295652215081,6.92,6.73,-1.61
720959,-3.21361851339503,-10.2276504623898,-2.8675364685725,88.1203,4.9,1.70822915522493,40.1,2.69360382458865,10.1266423750374,9.855316412348,7.3304052118444,-88.0972760937944,-35.5097757310417,6.8,6.74,-1.47
720990,-10.3036092985739,-0.670058337300716,-8.46739282222373,87.1125,5.1,1.060647858408,39.8,0,29.8770619460726,11.4606661863466,7.28000825288419,16.7219427549007,-49.3661894309867,6.95,6.99,-1.17
721021,-7.20690002319415,-6.94593337826035,-3.73121560750871,86.4958,5.2,2.36386737479322,40,13.378064979137,21.9295442921776,13.8763059839718,7.46851327149634,-33.680201920345,27.1544628054317,6.82,6.96,-0.44
721049,-7.89949926209346,1.83374690687117,0.377236234465528,86.1818,5.1,0.643883758660735,39.9,5.30974317642707,12.0121123141205,13.8587693577374,7.34923082461333,50.1723240720182,34.1654536387995,7.31,7.21,-0.73
721080,-0.697898308065703,4.03186043800421,-4.15356065101697,85.515,5.1,1.31735164304132,39.1,2.64608706997658,11.893060679345,8.43522823496343,7.38212436573751,-62.9528224818095,24.3601361923928,7.92,7.51,-1.64
721110,1.10473418090251,3.49821925519986,9.42245376609741,85.917,5.1,2.55398965975075,39.8,20.9612316484692,14.1178098955036,11.7568272502643,7.26262860097424,-36.767824315347,12.5441035658729,8.18,7.58,-2.26
721141,-0.809517093946965,-2.86480673059604,-1.30354782269482,85.7823,5.4,0.839945819610932,39.7,12.9172399045901,0,10.1305283161887,7.32184971378836,1.60481468251277,-11.7405545277279,8.1,7.54,-2.66
721171,4.73374389044281,3.94198941323758,0.590605926290344,85.4045,5.5,0.488425343807108,39.7,7.68412444224849,32.3096440447111,8.81735450128254,7.18235211188526,-148.931263724987,-0.30126783705664,8.38,7.81,-3.44
721202,-2.03369549103343,8.9514008565196,-11.7050793689744,84.5183,5.5,-0.259451210828132,39.7,15.2221914327788,22.557055161003,12.4977545643715,7.04053639021596,-50.6834698258597,-22.3017062514812,8.63,8.04,-2.24
